Sub-network,Date,Model Parameters,Latency (ms),Model Size,Top-1 Acc (%)
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 32, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:28:38.811514,0,0.19714114365059784,0,78.87924135723432
"{'wid': None, 'd': [2, 1, 2, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 8, 8, 32, 32, 8, 32, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:35:20.782703,0,0.4181865334430722,0,79.27136683738796
"{'wid': None, 'd': [2, 0, 1, 2, 1], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.2, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 0, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 8, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:38:55.738525,0,0.12930228704906016,0,78.50112035851473
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 32, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 8, 8, 32, 32, 8, 32, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:44:46.077925,0,0.3627455394529019,0,79.31738156209987
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:49:44.525242,0,0.27299971004417767,0,78.98527528809218
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.2, 0.2, 0.2, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 0, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:53:44.135594,0,0.16547472611781572,0,78.59915172855314
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.2, 0.2, 0.2, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 0, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 8, 8, 32, 32, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 8], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-18 23:57:31.766162,0,0.1436469958955943,0,78.64116517285531
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:02:33.464887,0,0.2785070696992564,0,79.00928297055057
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:07:44.848194,0,0.25394907223141716,0,79.11331626120358
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:12:55.415629,0,0.2925113956240083,0,79.10531370038413
"{'wid': None, 'd': [2, 0, 2, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 32, 8, 32, 8, 8, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:18:29.610304,0,0.3115350189191672,0,79.13732394366197
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 32, 8, 32, 8, 32, 32, 8, 32, 32, 32, 8, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:23:09.847225,0,0.23088227613519505,0,78.86923815620999
"{'wid': None, 'd': [2, 1, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 32, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 8, 8, 32, 8, 8, 8, 8, 8, 8, 32, 32, 8, 32, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:29:07.907013,0,0.41249367410046145,0,79.35739436619718
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.25, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.35, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 32, 8, 32, 8, 32, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 8, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:33:28.105848,0,0.1282217063449898,0,79.12131882202304
"{'wid': None, 'd': [2, 0, 1, 2, 0], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.2, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 0, 1, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 8, 8, 32, 8, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:36:41.637186,0,0.08040961212555625,0,77.87892125480154
"{'wid': None, 'd': [2, 0, 1, 2, 2], 'e': [0.25, 0.25, 0.35, 0.35, 0.2, 0.35, 0.2, 0.35, 0.2, 0.35, 0.25, 0.25, 0.25, 0.2, 0.2, 0.25, 0.35, 0.25], 'w': [0, 2, 1, 2, 1, 2], 'r': [224], 'q_bits': [8, 8, 8, 32, 8, 8, 8, 8, 32, 8, 8, 32, 32, 32, 32, 8, 8, 32, 8, 32, 8, 32, 32, 8, 8, 32, 8, 32, 32, 8, 32, 8, 32, 8, 8, 8, 32, 8, 32, 32, 8, 32, 32, 32, 32, 8, 8, 8, 32, 8, 32, 8, 8, 8, 8, 32, 32, 8, 8, 32, 32], 'q_weights_mode': ['symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'symmetric', 'asymmetric', 'asymmetric', 'symmetric', 'symmetric', 'symmetric', 'asymmetric', 'symmetric', 'asymmetric']}",2024-01-19 00:41:40.150754,0,0.2438078223237167,0,78.92725672215109
