Sub-network,Date,Latency (ms), MACs,Top-1 Acc (%)
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 4], 'r': [224]}",2022-07-07 05:21:28.463939,0,325841824,77.016
"{'wid': None, 'ks': [5, 7, 3, 5, 7, 5, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [6, 3, 3, 4, 4, 4, 4, 4, 6, 3, 6, 4, 6, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:23:18.603840,0,480644176,78.54
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 5, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 3, 3, 4, 4, 4, 4, 4, 6, 3, 6, 4, 4, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:25:10.894501,0,441226576,78.574
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:27:05.411803,0,422188880,78.474
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 05:28:31.683494,0,321693856,76.844
"{'wid': None, 'ks': [3, 5, 3, 5, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:30:26.214948,0,439230992,78.6
"{'wid': None, 'ks': [3, 5, 3, 5, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 4, 4], 'r': [224]}",2022-07-07 05:32:12.700326,0,374152288,77.856
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 6, 6, 4, 3], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 05:33:37.371022,0,321411504,76.956
"{'wid': None, 'ks': [3, 5, 3, 5, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:35:31.500389,0,429649424,78.51
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 5, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:37:28.701334,0,436271696,78.57
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 5, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 6, 4, 4, 4, 4, 6, 4, 3, 6, 6, 4, 4], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 05:39:19.401416,0,426637136,78.48
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 5, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 3, 3, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:41:16.008019,0,432157264,78.506
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:43:12.411634,0,428294672,78.558
"{'wid': None, 'ks': [5, 7, 3, 5, 7, 7, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 3, 3, 4, 4, 4, 4, 4, 6, 3, 6, 4, 6, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 3, 4, 4, 4], 'r': [224]}",2022-07-07 05:45:12.818090,0,479458384,78.62
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 3], 'd': [2, 2, 2, 2, 4], 'r': [224]}",2022-07-07 05:46:44.279499,0,332951776,77.054
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 6, 3, 4, 4, 4, 6, 4, 3, 6, 4, 4, 3], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 05:48:30.292528,0,419908688,78.252
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 6, 6, 6, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 05:49:52.680402,0,332993696,76.894
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 6, 6, 4, 3], 'd': [2, 2, 2, 4, 4], 'r': [224]}",2022-07-07 05:51:32.702004,0,380979888,77.984
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 3, 3, 4, 4, 4, 6, 3, 3, 6, 6, 4, 3], 'd': [2, 2, 2, 4, 4], 'r': [224]}",2022-07-07 05:53:12.506212,0,387833136,77.958
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 5, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [6, 3, 3, 4, 4, 4, 4, 4, 6, 3, 6, 4, 6, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:55:05.113700,0,473418832,78.586
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 5, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:56:58.910055,0,419460560,78.418
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 4, 4, 3, 6, 3, 4, 4, 6, 6, 4, 3, 6, 6, 4, 6], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 05:58:51.911059,0,440114512,78.534
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 6, 6, 6, 4, 3, 3, 4, 4, 6, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:00:12.185579,0,332993696,76.894
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 6, 4, 3, 6, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 06:02:01.302141,0,427973072,78.452
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 6, 6, 4, 3], 'd': [2, 2, 2, 4, 3], 'r': [224]}",2022-07-07 06:03:34.091693,0,369721968,77.872
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 6, 6, 6, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:04:55.675784,0,332993696,76.894
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3], 'e': [4, 4, 3, 4, 6, 6, 4, 3, 3, 4, 4, 4, 4, 6, 3, 3, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:06:16.675818,0,332993696,76.894
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 7, 5, 7, 7, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 6, 4, 3, 6, 6, 4, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 06:08:06.007585,0,424954832,78.426
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:09:44.079538,0,284720864,76.676
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 6], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:11:50.215216,0,504190864,78.742
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:13:15.774004,0,289537760,76.67
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:15:22.430571,0,469633552,78.532
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:17:31.924570,0,464214544,78.51
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 4], 'r': [224]}",2022-07-07 06:19:16.792770,0,398822320,78.086
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 06:20:59.985961,0,383738032,77.892
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 7, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:22:30.194459,0,353808688,77.546
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 06:24:11.599822,0,383738032,77.892
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:25:44.983198,0,315292352,77.244
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:27:20.393150,0,305915072,77.16
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:28:46.483885,0,289537760,76.67
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:30:09.085757,0,284720864,76.676
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 3, 4, 3, 4, 4, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 06:31:29.787861,0,289537760,76.67
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:33:01.498972,0,310731968,77.18
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 4, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:34:30.358376,0,336656288,77.372
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 06:36:15.995367,0,407686288,78.168
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 06:38:03.270508,0,411750544,78.108
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 06:40:06.509147,0,424576912,78.278
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 06:41:57.492838,0,381931696,77.882
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:43:34.099966,0,341216672,77.412
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:45:05.192208,0,341216672,77.412
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:47:07.122503,0,470021008,78.622
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 06:48:54.197427,0,409492624,78.116
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 06:50:25.457068,0,315292352,77.244
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 3], 'r': [224]}",2022-07-07 06:52:16.295610,0,409492624,78.116
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 06:53:58.000061,0,388298416,77.958
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:56:08.213216,0,496427536,78.64
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 6], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 06:58:13.609823,0,501481360,78.732
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 7, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 06:59:51.186903,0,378415904,77.77
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 07:01:29.593200,0,386492080,77.956
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 07:02:50.276964,0,289537760,76.67
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:04:18.194960,0,315292352,77.244
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:05:47.392919,0,310731968,77.18
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 3, 4, 3, 4, 4, 6, 4, 4, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:07:21.585995,0,310475456,77.184
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 07:08:59.695023,0,392381488,77.998
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 07:10:35.197838,0,383738032,77.892
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 07:12:45.221042,0,467763088,78.624
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 4, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 07:14:56.523406,0,493718032,78.658
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:16:30.655276,0,351550768,77.624
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 3], 'r': [224]}",2022-07-07 07:18:34.200894,0,452678800,78.388
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 07:19:59.674869,0,289537760,76.67
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 07:21:53.308260,0,424576912,78.278
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 07:24:02.174439,0,467763088,78.624
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 3, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 3], 'r': [224]}",2022-07-07 07:25:59.704563,0,460807312,78.438
