Sub-network,Date,Latency (ms), MACs,Top-1 Acc (%)
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 4, 4, 4, 3], 'r': [224]}",2022-07-07 07:27:59.108604,0,454936720,78.422
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 7, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 4, 3, 3], 'r': [224]}",2022-07-07 07:29:40.986821,0,373855520,77.684
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 7, 5], 'e': [4, 3, 3, 6, 4, 4, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:31:14.180728,0,343474592,77.346
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5, 3, 7, 7, 7, 7, 5, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 07:33:09.616246,0,426834832,78.328
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 5, 5, 3, 7, 5, 5, 3, 7, 7, 7, 7, 5, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 6, 4, 3, 4, 3, 6, 4, 4, 6, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:34:37.689674,0,336656288,77.372
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 5, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 3, 6, 6, 3, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 07:37:05.826269,0,541084560,78.764
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 6, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 07:38:29.638296,0,255721312,75.69
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:40:02.289521,0,296995536,77.008
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 4, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:41:36.992534,0,304321232,77.1
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 07:43:26.194450,0,437957872,78.442
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 3, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 07:45:21.778392,0,434558000,78.488
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 5, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 07:47:16.897548,0,386595440,78.146
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 07:48:40.778661,0,279000048,76.332
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 3, 3, 3, 4, 4, 6, 4, 3, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 07:50:48.527015,0,466332176,78.572
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:52:23.510247,0,278277184,76.428
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 07:54:12.081047,0,359839888,77.806
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 07:55:35.588622,0,255721312,75.69
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 07:57:17.179972,0,376573584,77.828
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 3, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 07:58:48.571379,0,293667264,76.9
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 7, 3, 5, 7, 7, 3, 3, 5, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:00:52.494525,0,482581744,78.772
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:02:26.686050,0,309244752,77.332
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 08:04:10.003916,0,368070704,77.93
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:05:42.823725,0,321130832,77.532
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:07:09.072943,0,268346080,76.09
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 3, 4, 6, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 08:08:40.091585,0,286341568,76.772
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 3, 6, 6, 3, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:10:50.822019,0,539378576,78.77
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 3, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:12:18.677848,0,275671776,76.172
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 4, 3, 4], 'r': [224]}",2022-07-07 08:14:11.789249,0,368026608,77.944
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 5, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 3, 4, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:16:27.026641,0,473673552,78.706
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 3, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:18:38.990354,0,479959600,78.604
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 3, 4], 'd': [2, 2, 4, 3, 4], 'r': [224]}",2022-07-07 08:20:27.994156,0,416240048,78.098
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 08:22:14.709673,0,345345104,77.74
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 08:24:07.512997,0,456096496,78.614
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 6, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:25:45.981696,0,321130832,77.532
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 08:27:34.508298,0,392332560,78.162
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 3, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:29:45.626671,0,547998256,78.792
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 3, 6, 6, 3, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:31:50.619186,0,471339920,78.55
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 08:33:19.925026,0,290901952,76.846
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 3, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 4, 3, 4], 'r': [224]}",2022-07-07 08:35:11.603133,0,409877552,78.1
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 3, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:36:35.382481,0,289611824,76.426
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 4, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:37:57.573065,0,266375280,75.93
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 08:39:50.696410,0,428012784,78.382
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 3, 6, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:41:14.577709,0,286325744,76.428
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:42:50.893340,0,309244752,77.332
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 3, 6, 6, 3, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:45:03.797784,0,516699024,78.79
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 4, 6, 4, 3, 3, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:46:43.093984,0,352986416,77.642
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 6, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 08:48:18.084632,0,321130832,77.532
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 6, 3, 3, 4, 4, 6, 4, 3, 6, 6, 4, 4], 'd': [3, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:50:29.423133,0,520525392,78.844
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 7, 3, 5, 7, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 3, 3, 3, 4, 4, 6, 4, 4, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:52:36.317144,0,475629232,78.674
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 4, 6, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 08:54:26.089266,0,336817232,77.704
"{'wid': None, 'ks': [3, 7, 7, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 3, 3, 5, 7, 5, 3, 3], 'e': [4, 4, 6, 6, 6, 6, 4, 3, 3, 3, 3, 4, 4, 6, 3, 3, 6, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 08:56:31.224757,0,456859504,78.492
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 3, 4, 6, 3, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 08:57:53.386327,0,263785696,76.018
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 4, 3, 6, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 6, 6, 4, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 08:59:22.684029,0,304321232,77.1
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 5, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 6, 6, 6, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 6, 4, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 09:01:11.594604,0,397895280,78.128
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 5, 5, 3, 7, 3, 5, 3, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 3, 6, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 09:02:33.378972,0,255721312,75.69
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 5, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 4, 6, 4, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 09:04:54.312184,0,481757008,78.82
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 09:06:15.981070,0,253909536,75.882
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 09:07:54.039748,0,296826480,77.042
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 09:09:44.807399,0,378936752,78.156
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 5, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 09:11:19.485128,0,287990880,76.824
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 5, 5, 5, 3, 7, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 09:12:41.281759,0,266855616,76.136
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 09:14:33.917777,0,381213488,78.232
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 09:16:02.386638,0,253909536,75.882
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 3, 2, 3], 'r': [224]}",2022-07-07 09:17:33.282147,0,283187904,76.574
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 09:19:25.102408,0,396811952,78.36
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:21:10.867775,0,314184368,77.368
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:22:58.603025,0,347029328,77.854
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 09:24:37.098664,0,286172512,76.838
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:26:24.903922,0,356380880,77.922
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 09:28:18.897593,0,396341552,78.396
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 3, 2, 3], 'r': [224]}",2022-07-07 09:29:52.290839,0,263616640,76.102
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 3, 4, 4], 'r': [224]}",2022-07-07 09:31:52.325185,0,432427824,78.454
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 09:33:29.692356,0,302474864,77.196
